article_id	published_at	url	status	detail	collection	timestamp	replay_url	global_count	now_count	submission_attempted
01dec1cd72866495cad1841b3af785ccdd52fb0d	2022-06-24T09:12:48Z	https://www.publico.pt/2022/06/24/estudiop/noticia/decisao-simples-ajuda-planeta-2010666	missing	submission_failed				0	0	yes
7b3e1d99b59107eecdbbb94e8eeb5d09194a8923	2022-06-26T06:25:00Z	https://www.publico.pt/2022/06/26/azul/noticia/flatlantic-empresa-produz-pregados-mar-casa-2011411	missing	submission_failed				0	0	yes
d2ab1487af16543d82dcb8d069454857722119a5	2022-07-06T22:31:33Z	https://www.publico.pt/2022/07/06/azul/noticia/pavilhao-conhecimento-alberga-cidade-sustentavel-inclusiva-partir-sextafeira-2012665	missing	submission_failed				0	0	yes
2d96f3effc23a34d0721dde493def4d5e1a75357	2022-07-27T18:27:48Z	https://www.publico.pt/2022/07/27/azul/noticia/familias-podem-enfrentar-crise-climatica-desperdicando-menos-comida-2015140	missing	submission_failed				0	0	yes
154fb6c876339d62d94a22a99f5fd0b937879a39	2022-08-18T12:02:51Z	https://www.publico.pt/2022/08/18/estudiop/noticia/ciencia-tras-melhores-escolhas-alimentares-2012018	missing	submission_failed				0	0	yes
e1001dc140a24b7f704adc8239b39d81633b153c	2022-09-01T09:01:15Z	https://www.publico.pt/2022/09/01/fugas/fotogaleria/tomatina-tradicao-espectacular-desperdicio-monumental-408738	missing	submission_failed				0	0	yes
782db9244a13be40c77d2ef14201c404c13c7d5b	2022-09-01T14:30:02Z	https://www.publico.pt/2022/09/01/local/noticia/pedidos-apoio-alimentar-algarve-aumentam-final-verao-embate-vira-2019029	missing	submission_failed				0	0	yes
11003356e2e69a8f970fed65990221a082c62766	2022-09-29T07:00:00Z	https://www.publico.pt/2022/09/29/p3/noticia/queres-dizer-nao-desperdicio-alimentar-cinco-apps-sites-podem-ajudar-2021983	missing	submission_failed				0	0	yes
14d4628e32095cece8ce0d463fe8bbd989c63c9c	2022-10-15T08:15:00Z	https://www.publico.pt/2022/10/15/fugas/reportagem/suica-melhor-pais-mundo-vegetarianismo-preparase-revolucao-2023465	missing	submission_failed				0	0	yes
331ec565c9d4386935d2ac69a2caa743dca66037	2022-10-21T08:48:50Z	https://www.publico.pt/2022/10/21/azul/opiniao/aqui-ha-peixe-2024865	missing	submission_failed				0	0	yes
7688bef9e42a3cf67e2da59663f77ac5ab6f9f1d	2022-10-24T11:41:00Z	https://www.publico.pt/2022/10/24/impar/cronica/sintonia-2025153	missing	submission_failed				0	0	yes
0430c459c4c5afd6158eafc951ec71a26dc23ea2	2022-10-31T08:07:00Z	https://www.publico.pt/2022/10/31/impar/noticia/dicas-chef-hotel-cinco-estrelas-poupar-cozinha-casa-2025466	missing	submission_failed				0	0	yes
14879e8d32ed9d18d5b21744f29b2701b3ca70c9	2022-11-27T14:12:06Z	https://www.publico.pt/2022/11/27/azul/noticia/restaurantes-estrela-verde-impacto-real-sociedade-2029395	missing	submission_failed				0	0	yes
a35e7783bdeb37452503145df9e076dcaf11b267	2022-11-28T10:38:35Z	https://www.publico.pt/2022/11/28/impar/noticia/quanta-agua-beber-dia-novo-estudo-oito-copos-ja-sao-2029447	missing	submission_failed				0	0	yes
65b479f3da65346673114d9f3e405cccd0e1797b	2022-12-11T21:01:00Z	https://www.publico.pt/2022/12/11/azul/opiniao/acelerar-transicao-agroecologica-2030984	missing	submission_failed				0	0	yes
447d17769049712138b1f59aadb05352fe49010b	2022-12-23T20:57:00Z	https://www.publico.pt/2022/12/23/azul/noticia/prenda-mae-natureza-cinco-dicas-natal-sustentavel-2032452	missing	submission_failed				0	0	yes
ddd7e78e9741324e091b9506c5cba1b01704d87c	2022-12-24T11:00:00Z	https://www.publico.pt/2022/12/24/azul/noticia/opcao-vegetariana-cantinas-escolares-cinco-anos-lei-realidade-2032140	missing	submission_failed				0	0	yes
66cb0a0e40482d31fc6ee34e06ac80bdcac1ad04	2022-12-25T09:00:00Z	https://www.publico.pt/2022/12/25/azul/reportagem/reparadores-solidaridos-salvam-electronicos-lixo-daonos-precisa-2032574	missing	submission_failed				0	0	yes
7183ca052895e09651f1196d1c25cd574b631695	2023-01-06T13:44:48Z	https://www.publico.pt/2023/01/06/fugas/reportagem/minimeu-ja-nao-mini-abriu-maria-luisa-braga-2032991	missing	submission_failed				0	0	yes
f5b0f6a81f056762d48819434d98345d179e0894	2023-02-11T20:30:00Z	https://www.publico.pt/2023/02/11/azul/noticia/vou-separar-lixo-pago-20-euros-residuos-mes-2038261	missing	submission_failed				0	0	yes
43ad54a624920f8714a1fda1bb6b6664054806df	2023-02-19T08:30:00Z	https://www.publico.pt/2023/02/19/azul/noticia/portugues-deita-184-kg-comida-ano-propoem-mudar-2039370	missing	submission_failed				0	0	yes
39a5c0d4395609c6bcc4e4407826b79ebc1b0a7c	2023-02-27T06:47:00Z	https://www.publico.pt/2023/02/27/azul/entrevista/portugal-gigante-area-marinha-europa-so-25-proteccao-2040171	missing	submission_failed				0	0	yes
01f30cbdec8ca2b71a95a8fa78c95b4971c63880	2023-03-11T11:30:00Z	https://www.publico.pt/2023/03/11/azul/opiniao/sustentabilidade-regeneracao-muda-2041976	missing	submission_failed				0	0	yes
